Entity,Code,Year,Barley | 00000044 || Production | 005510 || tonnes
Eastern Europe (FAO),,2001,41314088
Eastern Europe (FAO),,2002,40218803
Eastern Europe (FAO),,2003,34005309
Eastern Europe (FAO),,2004,41289382
Eastern Europe (FAO),,2005,36177950
Eastern Europe (FAO),,2006,39503349
Eastern Europe (FAO),,2007,32096513
Eastern Europe (FAO),,2008,48634073
Eastern Europe (FAO),,2009,41865743
Eastern Europe (FAO),,2010,27440248
Eastern Europe (FAO),,2011,36897773
Eastern Europe (FAO),,2012,31834882
Eastern Europe (FAO),,2013,33148658
Eastern Europe (FAO),,2014,41456204
Eastern Europe (FAO),,2015,37215874
Eastern Europe (FAO),,2016,38883544
Eastern Europe (FAO),,2017,40551429
Eastern Europe (FAO),,2018,34010124
Eastern Europe (FAO),,2019,40127667
Eastern Europe (FAO),,2020,38702271
Ecuador,ECU,1961,70352
Ecuador,ECU,1962,106056
Ecuador,ECU,1963,130020
Ecuador,ECU,1964,80788
Ecuador,ECU,1965,92983
Ecuador,ECU,1966,76886
Ecuador,ECU,1967,81421
Ecuador,ECU,1968,76008
Ecuador,ECU,1969,77659
Ecuador,ECU,1970,79887
Ecuador,ECU,1971,68691
Ecuador,ECU,1972,73387
Ecuador,ECU,1973,79383
Ecuador,ECU,1974,56148
Ecuador,ECU,1975,62801
Ecuador,ECU,1976,62872
Ecuador,ECU,1977,40776
Ecuador,ECU,1978,21760
Ecuador,ECU,1979,20718
Ecuador,ECU,1980,24350
Ecuador,ECU,1981,27090
Ecuador,ECU,1982,35435
Ecuador,ECU,1983,29659
Ecuador,ECU,1984,24952
Ecuador,ECU,1985,26723
Ecuador,ECU,1986,43831
Ecuador,ECU,1987,43480
Ecuador,ECU,1988,50820
Ecuador,ECU,1989,55937
Ecuador,ECU,1990,42249
Ecuador,ECU,1991,36248
Ecuador,ECU,1992,44908
Ecuador,ECU,1993,44309
Ecuador,ECU,1994,32406
Ecuador,ECU,1995,31683
Ecuador,ECU,1996,32935
Ecuador,ECU,1997,32362
Ecuador,ECU,1998,35777
Ecuador,ECU,1999,33629
Ecuador,ECU,2000,25121
Ecuador,ECU,2001,26361
Ecuador,ECU,2002,21240
Ecuador,ECU,2003,22763
Ecuador,ECU,2004,22037
Ecuador,ECU,2005,22914
Ecuador,ECU,2006,23438
Ecuador,ECU,2007,24762
Ecuador,ECU,2008,17954
Ecuador,ECU,2009,21423
Ecuador,ECU,2010,18733
Ecuador,ECU,2011,24704
Ecuador,ECU,2012,10962
Ecuador,ECU,2013,21154
Ecuador,ECU,2014,14490
Ecuador,ECU,2015,8927
Ecuador,ECU,2016,25414
Ecuador,ECU,2017,13513
Ecuador,ECU,2018,13674
Ecuador,ECU,2019,13450
Ecuador,ECU,2020,14107
Egypt,EGY,1961,132910
Egypt,EGY,1962,146296
Egypt,EGY,1963,134362
Egypt,EGY,1964,142174
Egypt,EGY,1965,129606
Egypt,EGY,1966,102070
Egypt,EGY,1967,114000
Egypt,EGY,1968,126000
Egypt,EGY,1969,117000
Egypt,EGY,1970,84000
Egypt,EGY,1971,77000
Egypt,EGY,1972,109000
Egypt,EGY,1973,96746
Egypt,EGY,1974,88753
Egypt,EGY,1975,118169
Egypt,EGY,1976,123197
Egypt,EGY,1977,111905
Egypt,EGY,1978,133201
Egypt,EGY,1979,122386
Egypt,EGY,1980,106961
Egypt,EGY,1981,103320
Egypt,EGY,1982,120796
Egypt,EGY,1983,131679
Egypt,EGY,1984,144552
Egypt,EGY,1985,145000
Egypt,EGY,1986,167000
Egypt,EGY,1987,148000
Egypt,EGY,1988,120000
Egypt,EGY,1989,138000
Egypt,EGY,1990,142000
Egypt,EGY,1991,121000
Egypt,EGY,1992,234000
Egypt,EGY,1993,132867
Egypt,EGY,1994,129441
Egypt,EGY,1995,368297
Egypt,EGY,1996,119522
Egypt,EGY,1997,125575
Egypt,EGY,1998,148021
Egypt,EGY,1999,114359
Egypt,EGY,2000,99392
Egypt,EGY,2001,93905
Egypt,EGY,2002,100797
Egypt,EGY,2003,141447
Egypt,EGY,2004,163080
Egypt,EGY,2005,167020
Egypt,EGY,2006,152900
Egypt,EGY,2007,178344
Egypt,EGY,2008,149238
Egypt,EGY,2009,148415
Egypt,EGY,2010,117113
Egypt,EGY,2011,122294
Egypt,EGY,2012,108495
Egypt,EGY,2013,131890
Egypt,EGY,2014,102244
Egypt,EGY,2015,100670
Egypt,EGY,2016,99751
Egypt,EGY,2017,97666
Egypt,EGY,2018,82406
Egypt,EGY,2019,106981
Egypt,EGY,2020,104092
Eritrea,ERI,1993,9730
Eritrea,ERI,1994,30660
Eritrea,ERI,1995,27940
Eritrea,ERI,1996,12826
Eritrea,ERI,1997,16085
Eritrea,ERI,1998,56605
Eritrea,ERI,1999,31835
Eritrea,ERI,2000,25786
Eritrea,ERI,2001,44934
Eritrea,ERI,2002,9736
Eritrea,ERI,2003,8576
Eritrea,ERI,2004,16864
Eritrea,ERI,2005,56025
Eritrea,ERI,2006,52345
Eritrea,ERI,2007,39489
Eritrea,ERI,2008,6392
Eritrea,ERI,2009,65084
Eritrea,ERI,2010,67000
Eritrea,ERI,2011,65000
Eritrea,ERI,2012,70000
Eritrea,ERI,2013,65000
Eritrea,ERI,2014,65000
Eritrea,ERI,2015,65000
Eritrea,ERI,2016,65000
Eritrea,ERI,2017,65000
Eritrea,ERI,2018,65000
Eritrea,ERI,2019,65000
Eritrea,ERI,2020,65000
Eritrea and Ethiopia,OWID_ERE,1961,748000
Eritrea and Ethiopia,OWID_ERE,1962,760000
Eritrea and Ethiopia,OWID_ERE,1963,774000
Eritrea and Ethiopia,OWID_ERE,1964,786000
Eritrea and Ethiopia,OWID_ERE,1965,805000
Eritrea and Ethiopia,OWID_ERE,1966,822000
Eritrea and Ethiopia,OWID_ERE,1967,800000
Eritrea and Ethiopia,OWID_ERE,1968,780000
Eritrea and Ethiopia,OWID_ERE,1969,800000
Eritrea and Ethiopia,OWID_ERE,1970,815000
Eritrea and Ethiopia,OWID_ERE,1971,830000
Eritrea and Ethiopia,OWID_ERE,1972,830000
Eritrea and Ethiopia,OWID_ERE,1973,761000
Eritrea and Ethiopia,OWID_ERE,1974,752000
Eritrea and Ethiopia,OWID_ERE,1975,624850
Eritrea and Ethiopia,OWID_ERE,1976,537000
Eritrea and Ethiopia,OWID_ERE,1977,894560
Eritrea and Ethiopia,OWID_ERE,1978,689940
Eritrea and Ethiopia,OWID_ERE,1979,931300
Eritrea and Ethiopia,OWID_ERE,1980,1050820
Eritrea and Ethiopia,OWID_ERE,1981,1075130
Eritrea and Ethiopia,OWID_ERE,1982,935507
Eritrea and Ethiopia,OWID_ERE,1983,1168340
Eritrea and Ethiopia,OWID_ERE,1984,804345
Eritrea and Ethiopia,OWID_ERE,1985,842184
Eritrea and Ethiopia,OWID_ERE,1986,913859
Eritrea and Ethiopia,OWID_ERE,1987,996999
Eritrea and Ethiopia,OWID_ERE,1988,1268870
Eritrea and Ethiopia,OWID_ERE,1989,1018160
Eritrea and Ethiopia,OWID_ERE,1990,1063040
Eritrea and Ethiopia,OWID_ERE,1991,820585
Eritrea and Ethiopia,OWID_ERE,1992,792182
Estonia,EST,1992,300800
Estonia,EST,1993,476700
Estonia,EST,1994,339488
Estonia,EST,1995,279430
Estonia,EST,1996,317090
Estonia,EST,1997,311712
Estonia,EST,1998,272800
Estonia,EST,1999,186400
Estonia,EST,2000,347482
Estonia,EST,2001,270035
Estonia,EST,2002,249400
Estonia,EST,2003,253607
Estonia,EST,2004,293477
Estonia,EST,2005,366717
Estonia,EST,2006,302699
Estonia,EST,2007,362769
Estonia,EST,2008,349100
Estonia,EST,2009,376945
Estonia,EST,2010,254822
Estonia,EST,2011,295000
Estonia,EST,2012,341300
Estonia,EST,2013,441000
Estonia,EST,2014,458100
Estonia,EST,2015,556600
Estonia,EST,2016,357387
Estonia,EST,2017,425683
Estonia,EST,2018,347500
Estonia,EST,2019,523140
Estonia,EST,2020,561120
Ethiopia,ETH,1993,787484
Ethiopia,ETH,1994,875417
Ethiopia,ETH,1995,985831
Ethiopia,ETH,1996,1124950
Ethiopia,ETH,1997,953017
Ethiopia,ETH,1998,982700
Ethiopia,ETH,1999,962214
Ethiopia,ETH,2000,803904
Ethiopia,ETH,2001,1016940
Ethiopia,ETH,2002,1183541
Ethiopia,ETH,2003,1087373
Ethiopia,ETH,2004,1375522
Ethiopia,ETH,2005,1398395
Ethiopia,ETH,2006,1409688
Ethiopia,ETH,2007,1467000
Ethiopia,ETH,2008,1595487
Ethiopia,ETH,2009,1900899
Ethiopia,ETH,2010,1814163
Ethiopia,ETH,2011,1668386
Ethiopia,ETH,2012,1901811
Ethiopia,ETH,2013,2048189
Ethiopia,ETH,2014,2060731
Ethiopia,ETH,2015,2054375
Ethiopia,ETH,2016,2221068
Ethiopia,ETH,2017,1960276
Ethiopia,ETH,2018,1748920
Ethiopia,ETH,2019,2378010
Ethiopia,ETH,2020,2261265
Europe,,1961,40363464
Europe,,1962,49877675
Europe,,1963,52450855
Europe,,1964,61495959
Europe,,1965,56055122
Europe,,1966,64750179
Europe,,1967,67779361
Europe,,1968,71958484
Europe,,1969,77805304
Europe,,1970,79229063
Europe,,1971,83840866
Europe,,1972,88426406
Europe,,1973,106824057
Europe,,1974,110903514
Europe,,1975,91963898
Europe,,1976,119646526
Europe,,1977,113355362
Europe,,1978,127711378
Europe,,1979,111469478
Europe,,1980,112206502
Europe,,1981,98531473
Europe,,1982,110055885
Europe,,1983,110807402
Europe,,1984,117310586
Europe,,1985,116918373
Europe,,1986,118884511
Europe,,1987,121966610
Europe,,1988,113418335
Europe,,1989,116028526
Europe,,1990,123292747
Europe,,1991,113313388
Europe,,1992,101281732
Europe,,1993,104864906
Europe,,1994,102331877
Europe,,1995,84473118
Europe,,1996,88597628
Europe,,1997,97524598
Europe,,1998,82045425
Europe,,1999,78355395
Europe,,2000,84040065
Europe,,2001,92482023
Europe,,2002,91411019
Europe,,2003,83401212
Europe,,2004,96505749
Europe,,2005,83044349
Europe,,2006,88908493
Europe,,2007,82901455
Europe,,2008,105352418
Europe,,2009,95643935
Europe,,2010,73261065
Europe,,2011,81279539
Europe,,2012,79131809
Europe,,2013,85936311
Europe,,2014,93570468
Europe,,2015,91259145
Europe,,2016,90292509
Europe,,2017,90698552
Europe,,2018,83376205
Europe,,2019,95681840
Europe,,2020,94411455
Europe (FAO),,1961,40745520
Europe (FAO),,1962,50308733
Europe (FAO),,1963,52865651
Europe (FAO),,1964,61963920
Europe (FAO),,1965,56468422
Europe (FAO),,1966,65222208
Europe (FAO),,1967,68361626
Europe (FAO),,1968,72529596
Europe (FAO),,1969,78313967
Europe (FAO),,1970,79744004
Europe (FAO),,1971,84372815
Europe (FAO),,1972,89037891
Europe (FAO),,1973,107586626
Europe (FAO),,1974,111544307
Europe (FAO),,1975,92389595
Europe (FAO),,1976,120235442
Europe (FAO),,1977,114031591
Europe (FAO),,1978,128484154
Europe (FAO),,1979,112247128
Europe (FAO),,1980,112990950
Europe (FAO),,1981,99279094
Europe (FAO),,1982,110788942
Europe (FAO),,1983,111450735
Europe (FAO),,1984,118162882
Europe (FAO),,1985,117562138
Europe (FAO),,1986,119681140
Europe (FAO),,1987,122592923
Europe (FAO),,1988,114076164
Europe (FAO),,1989,116594660
Europe (FAO),,1990,123788258
Europe (FAO),,1991,113813870
Europe (FAO),,1992,101630408
Europe (FAO),,1993,105130533
Europe (FAO),,1994,102584003
Europe (FAO),,1995,84759028
Europe (FAO),,1996,88924458
Europe (FAO),,1997,97929824
Europe (FAO),,1998,82365925
Europe (FAO),,1999,78630259
Europe (FAO),,2000,84002465
Europe (FAO),,2001,92365523
Europe (FAO),,2002,91282619
Europe (FAO),,2003,83251212
Europe (FAO),,2004,96404759
Europe (FAO),,2005,82984063
Europe (FAO),,2006,88850121
Europe (FAO),,2007,82849448
Europe (FAO),,2008,105348922
Europe (FAO),,2009,95603843
Europe (FAO),,2010,73215003
Europe (FAO),,2011,81233823
Europe (FAO),,2012,79064781
Europe (FAO),,2013,85900305
Europe (FAO),,2014,93567748
Europe (FAO),,2015,91206970
Europe (FAO),,2016,90289602
Europe (FAO),,2017,90679798
Europe (FAO),,2018,83368285
Europe (FAO),,2019,95651440
Europe (FAO),,2020,94369825
European Union (27),,1961,20358263
European Union (27),,1962,23326169
European Union (27),,1963,24816611
European Union (27),,1964,25107105
European Union (27),,1965,26516279
European Union (27),,1966,27527915
European Union (27),,1967,32714720
European Union (27),,1968,33785230
European Union (27),,1969,35512005
European Union (27),,1970,33162692
European Union (27),,1971,39384884
European Union (27),,1972,41496406
European Union (27),,1973,42856856
European Union (27),,1974,46854893
European Union (27),,1975,46070132
European Union (27),,1976,43819775
European Union (27),,1977,49663178
European Union (27),,1978,55624417
European Union (27),,1979,52389728
European Union (27),,1980,56494124
European Union (27),,1981,50001349
European Union (27),,1982,53553215
European Union (27),,1983,49050261
European Union (27),,1984,61870809
European Union (27),,1985,58902370
European Union (27),,1986,54334059
European Union (27),,1987,54493431
European Union (27),,1988,59254813
European Union (27),,1989,57832673
European Union (27),,1990,57010410
European Union (27),,1991,58642926
European Union (27),,1992,48660686
European Union (27),,1993,53397804
European Union (27),,1994,50183511
European Union (27),,1995,48567666
European Union (27),,1996,55448777
European Union (27),,1997,57398165
European Union (27),,1998,56422664
European Union (27),,1999,52050267
European Union (27),,2000,53860572
European Union (27),,2001,52781496
European Union (27),,2002,52951250
European Union (27),,2003,49490718
European Union (27),,2004,58721811
European Union (27),,2005,49490238
European Union (27),,2006,51012331
European Union (27),,2007,53130147
European Union (27),,2008,59535968
European Union (27),,2009,55674941
European Union (27),,2010,47856036
European Union (27),,2011,46414884
European Union (27),,2012,49487097
European Union (27),,2013,52755219
European Union (27),,2014,53698517
European Union (27),,2015,54777746
European Union (27),,2016,53296489
European Union (27),,2017,51672570
European Union (27),,2018,50149810
European Union (27),,2019,55588540
European Union (27),,2020,54691800
European Union (27) (FAO),,1961,20786039
European Union (27) (FAO),,1962,23848667
European Union (27) (FAO),,1963,25320815
European Union (27) (FAO),,1964,25641106
European Union (27) (FAO),,1965,27066739
European Union (27) (FAO),,1966,28050744
European Union (27) (FAO),,1967,33383345
European Union (27) (FAO),,1968,34407142
European Union (27) (FAO),,1969,36122268
European Union (27) (FAO),,1970,33733513
European Union (27) (FAO),,1971,40028593
European Union (27) (FAO),,1972,42189171
European Union (27) (FAO),,1973,43632425
European Union (27) (FAO),,1974,47607446
European Union (27) (FAO),,1975,46546629
European Union (27) (FAO),,1976,44464571
European Union (27) (FAO),,1977,50396303
European Union (27) (FAO),,1978,56465265
European Union (27) (FAO),,1979,53231386
European Union (27) (FAO),,1980,57359852
European Union (27) (FAO),,1981,50825170
European Union (27) (FAO),,1982,54367552
European Union (27) (FAO),,1983,49755594
European Union (27) (FAO),,1984,62806355
European Union (27) (FAO),,1985,59648935
European Union (27) (FAO),,1986,55191688
European Union (27) (FAO),,1987,55231744
European Union (27) (FAO),,1988,60057642
European Union (27) (FAO),,1989,58538807
European Union (27) (FAO),,1990,57603921
European Union (27) (FAO),,1991,59202908
European Union (27) (FAO),,1992,49180362
European Union (27) (FAO),,1993,53856431
European Union (27) (FAO),,1994,50589637
European Union (27) (FAO),,1995,48987576
European Union (27) (FAO),,1996,55903607
European Union (27) (FAO),,1997,57839391
European Union (27) (FAO),,1998,56797164
European Union (27) (FAO),,1999,52437831
European Union (27) (FAO),,2000,53860572
European Union (27) (FAO),,2001,52781496
European Union (27) (FAO),,2002,52951250
European Union (27) (FAO),,2003,49490718
European Union (27) (FAO),,2004,58721811
European Union (27) (FAO),,2005,49490238
European Union (27) (FAO),,2006,51012331
European Union (27) (FAO),,2007,53130147
European Union (27) (FAO),,2008,59535968
European Union (27) (FAO),,2009,55674941
European Union (27) (FAO),,2010,47856036
European Union (27) (FAO),,2011,46414884
European Union (27) (FAO),,2012,49487097
European Union (27) (FAO),,2013,52755219
European Union (27) (FAO),,2014,53698517
European Union (27) (FAO),,2015,54777746
European Union (27) (FAO),,2016,53296489
European Union (27) (FAO),,2017,51672570
European Union (27) (FAO),,2018,50149810
European Union (27) (FAO),,2019,55588540
European Union (27) (FAO),,2020,54691800
Finland,FIN,1961,365161
Finland,FIN,1962,270100
Finland,FIN,1963,492300
Finland,FIN,1964,369700
Finland,FIN,1965,501602
Finland,FIN,1966,596700
Finland,FIN,1967,680800
Finland,FIN,1968,717700
Finland,FIN,1969,840000
Finland,FIN,1970,933400
Finland,FIN,1971,1054200
Finland,FIN,1972,1140200
Finland,FIN,1973,992400
Finland,FIN,1974,962900
Finland,FIN,1975,1241900
Finland,FIN,1976,1553400
Finland,FIN,1977,1447400
Finland,FIN,1978,1565100
Finland,FIN,1979,1649900
Finland,FIN,1980,1533600
Finland,FIN,1981,1080100
Finland,FIN,1982,1598500
Finland,FIN,1983,1764400
Finland,FIN,1984,1715300
Finland,FIN,1985,1853800
Finland,FIN,1986,1713800
Finland,FIN,1987,1089200
Finland,FIN,1988,1611800
Finland,FIN,1989,1629900
Finland,FIN,1990,1720000
Finland,FIN,1991,1778800
Finland,FIN,1992,1330600
Finland,FIN,1993,1678900
Finland,FIN,1994,1858100
Finland,FIN,1995,1763500
Finland,FIN,1996,1859600
Finland,FIN,1997,2003500
Finland,FIN,1998,1316200
Finland,FIN,1999,1567700
Finland,FIN,2000,1984800
Finland,FIN,2001,1786000
Finland,FIN,2002,1738700
Finland,FIN,2003,1697400
Finland,FIN,2004,1724700
Finland,FIN,2005,2102900
Finland,FIN,2006,1972100
Finland,FIN,2007,1984400
Finland,FIN,2008,2128600
Finland,FIN,2009,2171000
Finland,FIN,2010,1340200
Finland,FIN,2011,1514300
Finland,FIN,2012,1581000
Finland,FIN,2013,1904200
Finland,FIN,2014,1854800
Finland,FIN,2015,1569000
Finland,FIN,2016,1580700
Finland,FIN,2017,1460100
Finland,FIN,2018,1353190
Finland,FIN,2019,1701960
Finland,FIN,2020,1397970
France,FRA,1961,5412790
France,FRA,1962,6003010
France,FRA,1963,7384040
France,FRA,1964,6790980
France,FRA,1965,7377700
France,FRA,1966,7421160
France,FRA,1967,9874340
France,FRA,1968,9139410
France,FRA,1969,9452070
France,FRA,1970,8154000
France,FRA,1971,8989000
France,FRA,1972,10466000
France,FRA,1973,10948470
France,FRA,1974,10035000
France,FRA,1975,9343510
France,FRA,1976,8530000
France,FRA,1977,10261390
France,FRA,1978,11321000
France,FRA,1979,11196000
France,FRA,1980,11692000
France,FRA,1981,10102000
France,FRA,1982,10036000
France,FRA,1983,8772690
France,FRA,1984,11508882
France,FRA,1985,11442120
France,FRA,1986,10062990
France,FRA,1987,10489020
France,FRA,1988,9883200
France,FRA,1989,9840353
France,FRA,1990,9995700
France,FRA,1991,10603446
France,FRA,1992,10434732
France,FRA,1993,8909135
France,FRA,1994,7566309
France,FRA,1995,7590270
France,FRA,1996,9403955
France,FRA,1997,10004032
France,FRA,1998,10430957
France,FRA,1999,9376404
France,FRA,2000,9709332
France,FRA,2001,9797468
France,FRA,2002,10974840
France,FRA,2003,9848186
France,FRA,2004,11033331
France,FRA,2005,10313589
France,FRA,2006,10400576
France,FRA,2007,9473584
France,FRA,2008,12170629
France,FRA,2009,12879004
France,FRA,2010,10101597
France,FRA,2011,8775155
France,FRA,2012,11341189
France,FRA,2013,10315285
France,FRA,2014,11728556
France,FRA,2015,13098234
France,FRA,2016,10439229
France,FRA,2017,12086796
France,FRA,2018,11042820
France,FRA,2019,13565420
France,FRA,2020,10273570
Georgia,GEO,1992,75100
Georgia,GEO,1993,39500
Georgia,GEO,1994,32000
Georgia,GEO,1995,33600
Georgia,GEO,1996,28100
Georgia,GEO,1997,45400
Georgia,GEO,1998,20185
Georgia,GEO,1999,50800
Georgia,GEO,2000,30110
Georgia,GEO,2001,98919
Georgia,GEO,2002,57529
Georgia,GEO,2003,48318
Georgia,GEO,2004,61351
Georgia,GEO,2005,65399
Georgia,GEO,2006,30600
Georgia,GEO,2007,40300
Georgia,GEO,2008,49300
Georgia,GEO,2009,19900
Georgia,GEO,2010,23300
Georgia,GEO,2011,30300
Georgia,GEO,2012,20700
Georgia,GEO,2013,35000
Georgia,GEO,2014,26700
Georgia,GEO,2015,40900
Georgia,GEO,2016,47200
Georgia,GEO,2017,43900
Georgia,GEO,2018,57700
Georgia,GEO,2019,53500
Georgia,GEO,2020,45400
Germany,DEU,1961,3669020
Germany,DEU,1962,4908212
Germany,DEU,1963,4759281
Germany,DEU,1964,5411377
Germany,DEU,1965,5015922
Germany,DEU,1966,5394619
Germany,DEU,1967,6661234
Germany,DEU,1968,7094694
Germany,DEU,1969,7197820
Germany,DEU,1970,6679942
Germany,DEU,1971,8059814
Germany,DEU,1972,8589445
Germany,DEU,1973,9470073
Germany,DEU,1974,10470170
Germany,DEU,1975,10651467
Germany,DEU,1976,9943301
Germany,DEU,1977,11263901
Germany,DEU,1978,12742537
Germany,DEU,1979,11506946
Germany,DEU,1980,12804914
Germany,DEU,1981,12162538
Germany,DEU,1982,13514568
Germany,DEU,1983,12826105
Germany,DEU,1984,14422165
Germany,DEU,1985,14056190
Germany,DEU,1986,13670473
Germany,DEU,1987,12769531
Germany,DEU,1988,13385605
Germany,DEU,1989,14399172
Germany,DEU,1990,13992013
Germany,DEU,1991,14493757
Germany,DEU,1992,12196452
Germany,DEU,1993,11005635
Germany,DEU,1994,10902517
Germany,DEU,1995,11891143
Germany,DEU,1996,12074051
Germany,DEU,1997,13398820
Germany,DEU,1998,12512262
Germany,DEU,1999,13300984
Germany,DEU,2000,12105820
Germany,DEU,2001,13494587
Germany,DEU,2002,10927970
Germany,DEU,2003,10595573
Germany,DEU,2004,12992870
Germany,DEU,2005,11613800
Germany,DEU,2006,11966600
Germany,DEU,2007,10384218
Germany,DEU,2008,11967114
Germany,DEU,2009,12288100
Germany,DEU,2010,10326918
Germany,DEU,2011,8733800
Germany,DEU,2012,10391300
Germany,DEU,2013,10343600
Germany,DEU,2014,11562800
Germany,DEU,2015,11629900
Germany,DEU,2016,10730500
Germany,DEU,2017,10853400
Germany,DEU,2018,9583600
Germany,DEU,2019,11591500
Germany,DEU,2020,10769200
Greece,GRC,1961,221442
Greece,GRC,1962,232447
Greece,GRC,1963,207005
Greece,GRC,1964,242000
Greece,GRC,1965,337505
Greece,GRC,1966,563438
Greece,GRC,1967,773718
Greece,GRC,1968,470899
Greece,GRC,1969,447545
Greece,GRC,1970,736910
Greece,GRC,1971,781044
Greece,GRC,1972,874000
Greece,GRC,1973,850000
Greece,GRC,1974,969000
Greece,GRC,1975,915500
Greece,GRC,1976,942800
Greece,GRC,1977,662000
Greece,GRC,1978,891000
Greece,GRC,1979,861100
Greece,GRC,1980,911000
Greece,GRC,1981,742100
Greece,GRC,1982,823000
Greece,GRC,1983,624000
Greece,GRC,1984,854000
Greece,GRC,1985,583000
Greece,GRC,1986,681000
Greece,GRC,1987,544000
Greece,GRC,1988,599000
Greece,GRC,1989,614000
Greece,GRC,1990,312000
Greece,GRC,1991,472000
Greece,GRC,1992,430000
Greece,GRC,1993,413435
Greece,GRC,1994,416130
Greece,GRC,1995,411539
Greece,GRC,1996,357330
Greece,GRC,1997,349061
Greece,GRC,1998,330646
Greece,GRC,1999,287287
Greece,GRC,2000,288349
Greece,GRC,2001,276063
Greece,GRC,2002,281958
Greece,GRC,2003,225517
Greece,GRC,2004,233882
Greece,GRC,2005,227464
Greece,GRC,2006,245471
Greece,GRC,2007,274373
Greece,GRC,2008,353497
Greece,GRC,2009,341084
Greece,GRC,2010,311067
Greece,GRC,2011,319003
Greece,GRC,2012,336461
Greece,GRC,2013,381071
Greece,GRC,2014,420880
Greece,GRC,2015,512628
Greece,GRC,2016,381650
Greece,GRC,2017,376543
Greece,GRC,2018,344610
Greece,GRC,2019,366580
Greece,GRC,2020,398680
Guatemala,GTM,1961,50
Guatemala,GTM,1962,60
Guatemala,GTM,1963,70
Guatemala,GTM,1964,80
Guatemala,GTM,1965,90
Guatemala,GTM,1966,100
Guatemala,GTM,1967,96
Guatemala,GTM,1968,133
Guatemala,GTM,1969,147
Guatemala,GTM,1970,161
Guatemala,GTM,1971,179
Guatemala,GTM,1972,200
Guatemala,GTM,1973,225
Guatemala,GTM,1974,304
Guatemala,GTM,1975,319
Guatemala,GTM,1976,322
Guatemala,GTM,1977,267
Guatemala,GTM,1978,478
Guatemala,GTM,1979,478
Guatemala,GTM,1980,538
Guatemala,GTM,1981,450
Guatemala,GTM,1982,400
Guatemala,GTM,1983,386
Guatemala,GTM,1984,650
Guatemala,GTM,1985,690
Guatemala,GTM,1986,650
Guatemala,GTM,1987,593
Guatemala,GTM,1988,538
Guatemala,GTM,1989,534
Guatemala,GTM,1990,621
Guatemala,GTM,1991,607
Guatemala,GTM,1992,630
Guatemala,GTM,1993,755
Guatemala,GTM,1994,860
Guatemala,GTM,1995,850
Guatemala,GTM,1996,903
Guatemala,GTM,1997,1124
Guatemala,GTM,1998,1402
Guatemala,GTM,1999,1633
Guatemala,GTM,2000,1451
Guatemala,GTM,2001,54
Guatemala,GTM,2002,36
Guatemala,GTM,2003,36
Guatemala,GTM,2004,64
Guatemala,GTM,2005,41
Guatemala,GTM,2006,41
Guatemala,GTM,2007,50
Guatemala,GTM,2008,23
Guatemala,GTM,2009,14
Guatemala,GTM,2010,13
Guatemala,GTM,2011,13
Guatemala,GTM,2012,14
Guatemala,GTM,2013,14
Guatemala,GTM,2014,18
Guatemala,GTM,2015,18
Guatemala,GTM,2016,18
Guatemala,GTM,2017,18
Guatemala,GTM,2018,18
Guatemala,GTM,2019,18
Guatemala,GTM,2020,18
High-income countries,,1961,42259940
High-income countries,,1962,47734177
High-income countries,,1963,50108333
High-income countries,,1964,50010086
High-income countries,,1965,53124355
High-income countries,,1966,56960248
High-income countries,,1967,60971819
High-income countries,,1968,65350519
High-income countries,,1969,68441992
High-income countries,,1970,65449512
High-income countries,,1971,78759343
High-income countries,,1972,77097192
High-income countries,,1973,77824606
High-income countries,,1974,78109649
High-income countries,,1975,79644561
High-income countries,,1976,76831326
High-income countries,,1977,86181935
High-income countries,,1978,93148182
High-income countries,,1979,86361414
High-income countries,,1980,91375475
High-income countries,,1981,89979593
High-income countries,,1982,93662448
High-income countries,,1983,88120593
High-income countries,,1984,105011597
High-income countries,,1985,102552228
High-income countries,,1986,98450152
High-income countries,,1987,95139876
High-income countries,,1988,89594972
High-income countries,,1989,92093634
High-income countries,,1990,94702409
High-income countries,,1991,94537844
High-income countries,,1992,85636558
High-income countries,,1993,88895048
High-income countries,,1994,79585420
High-income countries,,1995,81956361
High-income countries,,1996,95245406
High-income countries,,1997,92740032
High-income countries,,1998,89628281
High-income countries,,1999,83131614
High-income countries,,2000,87627567
High-income countries,,2001,82064433
High-income countries,,2002,79556508
High-income countries,,2003,78963866
High-income countries,,2004,93002213
High-income countries,,2005,79192560
High-income countries,,2006,79894920
High-income countries,,2007,78857484
High-income countries,,2008,89840198
High-income countries,,2009,84763036
High-income countries,,2010,71954849
High-income countries,,2011,70898829
High-income countries,,2012,76121888
High-income countries,,2013,81704919
High-income countries,,2014,80635269
High-income countries,,2015,83789284
High-income countries,,2016,82169314
High-income countries,,2017,83631490
High-income countries,,2018,77669165
High-income countries,,2019,86976981
High-income countries,,2020,88280191
Hungary,HUN,1961,984385
Hungary,HUN,1962,1150031
Hungary,HUN,1963,874977
Hungary,HUN,1964,822293
Hungary,HUN,1965,1015847
Hungary,HUN,1966,919127
Hungary,HUN,1967,939091
Hungary,HUN,1968,906141
Hungary,HUN,1969,909394
Hungary,HUN,1970,553115
Hungary,HUN,1971,784721
Hungary,HUN,1972,806661
Hungary,HUN,1973,874329
Hungary,HUN,1974,898605
Hungary,HUN,1975,701363
