Entity,Code,Year,Rye | 00000071 || Production | 005510 || tonnes
European Union (27) (FAO),,2001,11942080
European Union (27) (FAO),,2002,9189429
European Union (27) (FAO),,2003,6909098
European Union (27) (FAO),,2004,9998963
European Union (27) (FAO),,2005,7653796
European Union (27) (FAO),,2006,6513429
European Union (27) (FAO),,2007,7601266
European Union (27) (FAO),,2008,9211863
European Union (27) (FAO),,2009,9840821
European Union (27) (FAO),,2010,7320745
European Union (27) (FAO),,2011,6864234
European Union (27) (FAO),,2012,8713414
European Union (27) (FAO),,2013,10210326
European Union (27) (FAO),,2014,8890727
European Union (27) (FAO),,2015,7851645
European Union (27) (FAO),,2016,7400686
European Union (27) (FAO),,2017,7357246
European Union (27) (FAO),,2018,6141040
European Union (27) (FAO),,2019,8367410
European Union (27) (FAO),,2020,8913570
Finland,FIN,1961,126719
Finland,FIN,1962,101308
Finland,FIN,1963,124100
Finland,FIN,1964,163400
Finland,FIN,1965,189700
Finland,FIN,1966,118600
Finland,FIN,1967,162700
Finland,FIN,1968,133900
Finland,FIN,1969,125800
Finland,FIN,1970,131400
Finland,FIN,1971,131800
Finland,FIN,1972,118600
Finland,FIN,1973,124200
Finland,FIN,1974,134400
Finland,FIN,1975,80700
Finland,FIN,1976,178200
Finland,FIN,1977,80000
Finland,FIN,1978,74300
Finland,FIN,1979,77200
Finland,FIN,1980,123600
Finland,FIN,1981,63900
Finland,FIN,1982,35000
Finland,FIN,1983,116100
Finland,FIN,1984,92300
Finland,FIN,1985,71800
Finland,FIN,1986,70600
Finland,FIN,1987,74200
Finland,FIN,1988,48900
Finland,FIN,1989,195900
Finland,FIN,1990,244200
Finland,FIN,1991,28200
Finland,FIN,1992,26600
Finland,FIN,1993,62900
Finland,FIN,1994,22200
Finland,FIN,1995,57700
Finland,FIN,1996,86900
Finland,FIN,1997,47300
Finland,FIN,1998,49300
Finland,FIN,1999,23600
Finland,FIN,2000,108200
Finland,FIN,2001,64100
Finland,FIN,2002,73100
Finland,FIN,2003,72800
Finland,FIN,2004,62400
Finland,FIN,2005,32400
Finland,FIN,2006,50900
Finland,FIN,2007,86700
Finland,FIN,2008,60800
Finland,FIN,2009,41700
Finland,FIN,2010,68500
Finland,FIN,2011,78400
Finland,FIN,2012,64100
Finland,FIN,2013,25700
Finland,FIN,2014,74900
Finland,FIN,2015,107500
Finland,FIN,2016,86800
Finland,FIN,2017,113500
Finland,FIN,2018,42990
Finland,FIN,2019,185260
Finland,FIN,2020,68420
France,FRA,1961,346810
France,FRA,1962,355650
France,FRA,1963,354460
France,FRA,1964,388690
France,FRA,1965,387410
France,FRA,1966,356500
France,FRA,1967,344400
France,FRA,1968,326950
France,FRA,1969,309010
France,FRA,1970,287000
France,FRA,1971,293730
France,FRA,1972,328390
France,FRA,1973,327200
France,FRA,1974,330000
France,FRA,1975,308000
France,FRA,1976,297220
France,FRA,1977,375000
France,FRA,1978,455000
France,FRA,1979,355000
France,FRA,1980,408500
France,FRA,1981,341600
France,FRA,1982,322300
France,FRA,1983,293000
France,FRA,1984,349000
France,FRA,1985,296800
France,FRA,1986,229000
France,FRA,1987,299000
France,FRA,1988,268000
France,FRA,1989,260808
France,FRA,1990,235300
France,FRA,1991,213147
France,FRA,1992,197444
France,FRA,1993,165732
France,FRA,1994,162626
France,FRA,1995,176635
France,FRA,1996,202295
France,FRA,1997,178924
France,FRA,1998,192857
France,FRA,1999,164363
France,FRA,2000,145671
France,FRA,2001,115961
France,FRA,2002,138245
France,FRA,2003,112338
France,FRA,2004,170359
France,FRA,2005,146808
France,FRA,2006,121464
France,FRA,2007,119823
France,FRA,2008,123458
France,FRA,2009,129784
France,FRA,2010,151038
France,FRA,2011,124422
France,FRA,2012,160301
France,FRA,2013,143076
France,FRA,2014,128197
France,FRA,2015,123587
France,FRA,2016,97001
France,FRA,2017,109715
France,FRA,2018,108540
France,FRA,2019,135360
France,FRA,2020,131780
Georgia,GEO,1992,350
Georgia,GEO,1993,151
Georgia,GEO,1994,138
Georgia,GEO,1995,176
Georgia,GEO,1996,303
Georgia,GEO,1997,307
Georgia,GEO,1998,113
Georgia,GEO,1999,350
Georgia,GEO,2000,308
Georgia,GEO,2001,100
Georgia,GEO,2002,100
Georgia,GEO,2003,100
Georgia,GEO,2004,58
Georgia,GEO,2005,60
Georgia,GEO,2006,40
Georgia,GEO,2007,24
Georgia,GEO,2008,100
Georgia,GEO,2009,0
Georgia,GEO,2010,0
Georgia,GEO,2011,200
Georgia,GEO,2012,200
Georgia,GEO,2013,200
Georgia,GEO,2014,200
Georgia,GEO,2015,192
Georgia,GEO,2016,197
Georgia,GEO,2017,197
Georgia,GEO,2018,196
Georgia,GEO,2019,197
Georgia,GEO,2020,196
Germany,DEU,1961,4019138
Germany,DEU,1962,4691933
Germany,DEU,1963,4913880
Germany,DEU,1964,5499179
Germany,DEU,1965,4734743
Germany,DEU,1966,4338244
Germany,DEU,1967,5148055
Germany,DEU,1968,5125650
Germany,DEU,1969,4432537
Germany,DEU,1970,4148214
Germany,DEU,1971,4785268
Germany,DEU,1972,4821102
Germany,DEU,1973,4275322
Germany,DEU,1974,4508515
Germany,DEU,1975,3687863
Germany,DEU,1976,3555156
Germany,DEU,1977,4183697
Germany,DEU,1978,4352273
Germany,DEU,1979,3944116
Germany,DEU,1980,4014909
Germany,DEU,1981,3526418
Germany,DEU,1982,3758189
Germany,DEU,1983,3691751
Germany,DEU,1984,4441092
Germany,DEU,1985,4326425
Germany,DEU,1986,4174345
Germany,DEU,1987,3881936
Germany,DEU,1988,3363909
Germany,DEU,1989,3900328
Germany,DEU,1990,3988381
Germany,DEU,1991,3323460
Germany,DEU,1992,2422466
Germany,DEU,1993,2983550
Germany,DEU,1994,3450605
Germany,DEU,1995,4521270
Germany,DEU,1996,4213855
Germany,DEU,1997,4580140
Germany,DEU,1998,4774799
Germany,DEU,1999,4328712
Germany,DEU,2000,4154095
Germany,DEU,2001,5132349
Germany,DEU,2002,3665996
Germany,DEU,2003,2277416
Germany,DEU,2004,3829957
Germany,DEU,2005,2793500
Germany,DEU,2006,2643700
Germany,DEU,2007,2698282
Germany,DEU,2008,3744245
Germany,DEU,2009,4270029
Germany,DEU,2010,2900438
Germany,DEU,2011,2520900
Germany,DEU,2012,3878400
Germany,DEU,2013,4689100
Germany,DEU,2014,3854400
Germany,DEU,2015,3487800
Germany,DEU,2016,3173800
Germany,DEU,2017,2737400
Germany,DEU,2018,2201400
Germany,DEU,2019,3237600
Germany,DEU,2020,3513400
Greece,GRC,1961,21873
Greece,GRC,1962,19661
Greece,GRC,1963,17679
Greece,GRC,1964,18349
Greece,GRC,1965,15576
Greece,GRC,1966,14836
Greece,GRC,1967,12642
Greece,GRC,1968,8281
Greece,GRC,1969,8981
Greece,GRC,1970,8987
Greece,GRC,1971,8554
Greece,GRC,1972,8061
Greece,GRC,1973,6500
Greece,GRC,1974,7339
Greece,GRC,1975,7363
Greece,GRC,1976,7769
Greece,GRC,1977,5858
Greece,GRC,1978,6332
Greece,GRC,1979,6035
Greece,GRC,1980,7224
Greece,GRC,1981,8271
Greece,GRC,1982,11389
Greece,GRC,1983,12850
Greece,GRC,1984,18336
Greece,GRC,1985,22887
Greece,GRC,1986,29000
Greece,GRC,1987,32000
Greece,GRC,1988,43000
Greece,GRC,1989,43700
Greece,GRC,1990,36000
Greece,GRC,1991,49000
Greece,GRC,1992,37000
Greece,GRC,1993,37489
Greece,GRC,1994,37483
Greece,GRC,1995,38567
Greece,GRC,1996,32579
Greece,GRC,1997,32621
Greece,GRC,1998,41797
Greece,GRC,1999,31847
Greece,GRC,2000,30369
Greece,GRC,2001,37938
Greece,GRC,2002,31875
Greece,GRC,2003,28739
Greece,GRC,2004,33689
Greece,GRC,2005,32685
Greece,GRC,2006,34403
Greece,GRC,2007,39134
Greece,GRC,2008,39887
Greece,GRC,2009,39346
Greece,GRC,2010,36800
Greece,GRC,2011,32156
Greece,GRC,2012,29155
Greece,GRC,2013,31809
Greece,GRC,2014,31651
Greece,GRC,2015,32935
Greece,GRC,2016,28413
Greece,GRC,2017,26142
Greece,GRC,2018,18960
Greece,GRC,2019,17890
Greece,GRC,2020,17580
High-income countries,,1961,17150925
High-income countries,,1962,16688554
High-income countries,,1963,16593787
High-income countries,,1964,17207262
High-income countries,,1965,17701803
High-income countries,,1966,16109145
High-income countries,,1967,16778943
High-income countries,,1968,17694124
High-income countries,,1969,16755226
High-income countries,,1970,13528120
High-income countries,,1971,17379739
High-income countries,,1972,16938845
High-income countries,,1973,16341034
High-income countries,,1974,16278867
High-income countries,,1975,13383871
High-income countries,,1976,14121258
High-income countries,,1977,14068108
High-income countries,,1978,15928233
High-income countries,,1979,12497611
High-income countries,,1980,14081837
High-income countries,,1981,13906819
High-income countries,,1982,15252670
High-income countries,,1983,16667084
High-income countries,,1984,18607357
High-income countries,,1985,15760200
High-income countries,,1986,14867365
High-income countries,,1987,14304768
High-income countries,,1988,12069920
High-income countries,,1989,14527870
High-income countries,,1990,14160026
High-income countries,,1991,12206708
High-income countries,,1992,9655853
High-income countries,,1993,11623427
High-income countries,,1994,12040241
High-income countries,,1995,13951574
High-income countries,,1996,12774157
High-income countries,,1997,12935456
High-income countries,,1998,13789069
High-income countries,,1999,12125478
High-income countries,,2000,10757286
High-income countries,,2001,12348707
High-income countries,,2002,9529404
High-income countries,,2003,7501564
High-income countries,,2004,10638674
High-income countries,,2005,8218778
High-income countries,,2006,7130031
High-income countries,,2007,8093759
High-income countries,,2008,9805348
High-income countries,,2009,10359430
High-income countries,,2010,7816446
High-income countries,,2011,7310441
High-income countries,,2012,9265779
High-income countries,,2013,10666877
High-income countries,,2014,9378376
High-income countries,,2015,8503361
High-income countries,,2016,8200654
High-income countries,,2017,8060744
High-income countries,,2018,6695156
High-income countries,,2019,9101042
High-income countries,,2020,9807216
Hungary,HUN,1961,309856
Hungary,HUN,1962,244651
Hungary,HUN,1963,227939
Hungary,HUN,1964,275263
Hungary,HUN,1965,298792
Hungary,HUN,1966,251581
Hungary,HUN,1967,229860
Hungary,HUN,1968,239946
Hungary,HUN,1969,239048
Hungary,HUN,1970,157783
Hungary,HUN,1971,181727
Hungary,HUN,1972,173213
Hungary,HUN,1973,177580
Hungary,HUN,1974,176850
Hungary,HUN,1975,147212
Hungary,HUN,1976,157385
Hungary,HUN,1977,144301
Hungary,HUN,1978,138300
Hungary,HUN,1979,92569
Hungary,HUN,1980,140964
Hungary,HUN,1981,116210
Hungary,HUN,1982,117364
Hungary,HUN,1983,137961
Hungary,HUN,1984,193090
Hungary,HUN,1985,165817
Hungary,HUN,1986,172112
Hungary,HUN,1987,185513
Hungary,HUN,1988,254956
Hungary,HUN,1989,266654
Hungary,HUN,1990,231520
Hungary,HUN,1991,222776
Hungary,HUN,1992,135687
Hungary,HUN,1993,113153
Hungary,HUN,1994,192969
Hungary,HUN,1995,171300
Hungary,HUN,1996,98148
Hungary,HUN,1997,152775
Hungary,HUN,1998,128836
Hungary,HUN,1999,80338
Hungary,HUN,2000,86484
Hungary,HUN,2001,120988
Hungary,HUN,2002,95410
Hungary,HUN,2003,67022
Hungary,HUN,2004,125095
Hungary,HUN,2005,107308
Hungary,HUN,2006,98714
Hungary,HUN,2007,81088
Hungary,HUN,2008,112493
Hungary,HUN,2009,72531
Hungary,HUN,2010,78170
Hungary,HUN,2011,75231
Hungary,HUN,2012,78840
Hungary,HUN,2013,108500
Hungary,HUN,2014,95940
Hungary,HUN,2015,103950
Hungary,HUN,2016,84070
Hungary,HUN,2017,87060
Hungary,HUN,2018,88290
Hungary,HUN,2019,90540
Hungary,HUN,2020,84350
Iran,IRN,1988,663
Iran,IRN,1990,0
Iran,IRN,1991,1876
Iran,IRN,1992,1728
Iran,IRN,1993,0
Iran,IRN,1994,1371
Iran,IRN,1995,0
Iran,IRN,1996,183
Iran,IRN,1997,118
Iran,IRN,1998,1112
Iran,IRN,1999,378
Iran,IRN,2000,99
Iran,IRN,2001,13
Iran,IRN,2002,457
Iran,IRN,2003,1041
Iran,IRN,2004,586
Iran,IRN,2005,742
Iran,IRN,2006,668
Iran,IRN,2007,771
Iran,IRN,2008,152
Iran,IRN,2009,25
Iran,IRN,2010,49
Iran,IRN,2011,344
Iran,IRN,2012,356
Iran,IRN,2013,365
Iran,IRN,2014,571
Iran,IRN,2015,390
Iran,IRN,2016,442
Iran,IRN,2017,468
Iran,IRN,2018,433
Iran,IRN,2019,448
Iran,IRN,2020,449
Ireland,IRL,1961,1219
Ireland,IRL,1962,1016
Ireland,IRL,1963,1016
Ireland,IRL,1964,1400
Ireland,IRL,1965,1052
Ireland,IRL,1966,1100
Ireland,IRL,1967,1000
Ireland,IRL,1968,600
Ireland,IRL,1969,1000
Ireland,IRL,1970,1000
Ireland,IRL,1971,1000
Ireland,IRL,1972,1000
Ireland,IRL,1973,800
Ireland,IRL,1974,900
Ireland,IRL,1975,700
Ireland,IRL,1976,1000
Ireland,IRL,1977,1000
Ireland,IRL,1978,1000
Ireland,IRL,1979,1000
Ireland,IRL,1980,800
Ireland,IRL,1981,800
Ireland,IRL,1982,700
Ireland,IRL,1983,700
Ireland,IRL,1984,800
Ireland,IRL,1985,800
Ireland,IRL,1986,800
Ireland,IRL,1987,800
Ireland,IRL,1988,800
Ireland,IRL,1989,800
Ireland,IRL,1990,820
Ireland,IRL,1991,400
Ireland,IRL,1992,439
Ireland,IRL,1993,457
Ireland,IRL,1994,468
Ireland,IRL,1995,477
Ireland,IRL,1996,485
Ireland,IRL,1997,492
Ireland,IRL,1998,500
Ireland,IRL,1999,507
Ireland,IRL,2000,514
Ireland,IRL,2001,522
Ireland,IRL,2002,529
Ireland,IRL,2003,536
Ireland,IRL,2004,542
Ireland,IRL,2005,549
Ireland,IRL,2006,556
Ireland,IRL,2007,562
Ireland,IRL,2008,569
Ireland,IRL,2009,575
Ireland,IRL,2010,581
Ireland,IRL,2011,587
Ireland,IRL,2012,600
Ireland,IRL,2013,600
Ireland,IRL,2014,604
Ireland,IRL,2015,618
Ireland,IRL,2016,622
Ireland,IRL,2017,629
Ireland,IRL,2018,0
Ireland,IRL,2019,0
Ireland,IRL,2020,0
Italy,ITA,1961,95900
Italy,ITA,1962,92900
Italy,ITA,1963,76800
Italy,ITA,1964,85700
Italy,ITA,1965,83200
Italy,ITA,1966,83300
Italy,ITA,1967,81500
Italy,ITA,1968,75100
Italy,ITA,1969,70700
Italy,ITA,1970,68500
Italy,ITA,1971,54500
Italy,ITA,1972,38000
Italy,ITA,1973,37000
Italy,ITA,1974,36000
Italy,ITA,1975,37400
Italy,ITA,1976,35100
Italy,ITA,1977,31300
Italy,ITA,1978,35000
Italy,ITA,1979,37200
Italy,ITA,1980,35600
Italy,ITA,1981,30800
Italy,ITA,1982,31400
Italy,ITA,1983,26900
Italy,ITA,1984,24300
Italy,ITA,1985,22800
Italy,ITA,1986,22100
Italy,ITA,1987,20300
Italy,ITA,1988,18000
Italy,ITA,1989,20600
Italy,ITA,1990,20800
Italy,ITA,1991,18800
Italy,ITA,1992,22586
Italy,ITA,1993,22800
Italy,ITA,1994,20295
Italy,ITA,1995,19779
Italy,ITA,1996,20400
Italy,ITA,1997,19000
Italy,ITA,1998,20100
Italy,ITA,1999,12357
Italy,ITA,2000,10291
Italy,ITA,2001,8600
Italy,ITA,2002,9631
Italy,ITA,2003,6940
Italy,ITA,2004,7851
Italy,ITA,2005,7876
Italy,ITA,2006,8590
Italy,ITA,2007,8953
Italy,ITA,2008,10800
Italy,ITA,2009,11700
Italy,ITA,2010,13926
Italy,ITA,2011,14382
Italy,ITA,2012,16083
Italy,ITA,2013,14306
Italy,ITA,2014,11529
Italy,ITA,2015,13183
Italy,ITA,2016,13170
Italy,ITA,2017,11097
Italy,ITA,2018,10960
Italy,ITA,2019,12880
Italy,ITA,2020,11820
Japan,JPN,1961,1590
Japan,JPN,1962,1770
Japan,JPN,1963,1620
Japan,JPN,1964,1560
Japan,JPN,1965,1490
Japan,JPN,1966,1000
Japan,JPN,1967,700
Japan,JPN,1968,200
Japan,JPN,1969,210
Japan,JPN,1970,210
Japan,JPN,1971,210
Japan,JPN,1972,210
Japan,JPN,1973,220
Japan,JPN,1974,220
Japan,JPN,1975,220
Japan,JPN,1976,220
Japan,JPN,1977,230
Japan,JPN,1978,270
Japan,JPN,1979,170
Japan,JPN,1980,168
Japan,JPN,1981,123
Japan,JPN,1982,50
Japan,JPN,1983,3
Japan,JPN,1984,11
Japan,JPN,1985,45
Japan,JPN,1986,35
Japan,JPN,1987,35
Japan,JPN,1988,15
Japan,JPN,1989,18
Japan,JPN,1990,10
Japan,JPN,1991,5
Japan,JPN,1992,0
Kazakhstan,KAZ,1992,525000
Kazakhstan,KAZ,1993,835000
Kazakhstan,KAZ,1994,264000
Kazakhstan,KAZ,1995,84380
Kazakhstan,KAZ,1996,28510
Kazakhstan,KAZ,1997,51000
Kazakhstan,KAZ,1998,13620
Kazakhstan,KAZ,1999,16600
Kazakhstan,KAZ,2000,48340
Kazakhstan,KAZ,2001,43360
Kazakhstan,KAZ,2002,106488
Kazakhstan,KAZ,2003,42080
Kazakhstan,KAZ,2004,20110
Kazakhstan,KAZ,2005,23550
Kazakhstan,KAZ,2006,30470
Kazakhstan,KAZ,2007,68490
Kazakhstan,KAZ,2008,39910
Kazakhstan,KAZ,2009,75090
Kazakhstan,KAZ,2010,42150
Kazakhstan,KAZ,2011,28383
Kazakhstan,KAZ,2012,28575
Kazakhstan,KAZ,2013,43405
Kazakhstan,KAZ,2014,60601
Kazakhstan,KAZ,2015,37100
Kazakhstan,KAZ,2016,41281
Kazakhstan,KAZ,2017,38835
Kazakhstan,KAZ,2018,22520
Kazakhstan,KAZ,2019,23206
Kazakhstan,KAZ,2020,29813
Kyrgyzstan,KGZ,1992,1000
Kyrgyzstan,KGZ,1993,3000
Kyrgyzstan,KGZ,1994,1500
Kyrgyzstan,KGZ,1995,1100
Kyrgyzstan,KGZ,1996,300
Kyrgyzstan,KGZ,1997,100
Kyrgyzstan,KGZ,1998,91
Kyrgyzstan,KGZ,1999,23
Kyrgyzstan,KGZ,2000,94
Kyrgyzstan,KGZ,2001,144
Kyrgyzstan,KGZ,2002,425
Kyrgyzstan,KGZ,2003,4
Kyrgyzstan,KGZ,2004,10
Kyrgyzstan,KGZ,2005,0
Kyrgyzstan,KGZ,2006,0
Kyrgyzstan,KGZ,2007,249
Kyrgyzstan,KGZ,2008,385
Kyrgyzstan,KGZ,2009,121
Kyrgyzstan,KGZ,2010,109
Kyrgyzstan,KGZ,2011,130
Kyrgyzstan,KGZ,2012,104
Kyrgyzstan,KGZ,2013,69
Kyrgyzstan,KGZ,2014,43
Kyrgyzstan,KGZ,2015,1835
Kyrgyzstan,KGZ,2016,649
Kyrgyzstan,KGZ,2017,843
Kyrgyzstan,KGZ,2018,1109
Kyrgyzstan,KGZ,2019,867
Kyrgyzstan,KGZ,2020,939
Land Locked Developing Countries (FAO),,1961,50
Land Locked Developing Countries (FAO),,1962,50
Land Locked Developing Countries (FAO),,1963,50
Land Locked Developing Countries (FAO),,1964,50
Land Locked Developing Countries (FAO),,1965,120
Land Locked Developing Countries (FAO),,1966,550
Land Locked Developing Countries (FAO),,1967,550
Land Locked Developing Countries (FAO),,1968,550
Land Locked Developing Countries (FAO),,1969,400
Land Locked Developing Countries (FAO),,1970,400
Land Locked Developing Countries (FAO),,1971,525
Land Locked Developing Countries (FAO),,1972,550
Land Locked Developing Countries (FAO),,1973,550
Land Locked Developing Countries (FAO),,1974,550
Land Locked Developing Countries (FAO),,1975,900
Land Locked Developing Countries (FAO),,1976,450
Land Locked Developing Countries (FAO),,1977,450
Land Locked Developing Countries (FAO),,1978,400
Land Locked Developing Countries (FAO),,1979,370
Land Locked Developing Countries (FAO),,1980,390
Land Locked Developing Countries (FAO),,1981,15
Land Locked Developing Countries (FAO),,1982,21
Land Locked Developing Countries (FAO),,1983,25
Land Locked Developing Countries (FAO),,1984,145
Land Locked Developing Countries (FAO),,1985,435
Land Locked Developing Countries (FAO),,1986,400
Land Locked Developing Countries (FAO),,1987,396
Land Locked Developing Countries (FAO),,1988,360
Land Locked Developing Countries (FAO),,1989,205
Land Locked Developing Countries (FAO),,1990,183
Land Locked Developing Countries (FAO),,1991,245
Land Locked Developing Countries (FAO),,1992,562410
Land Locked Developing Countries (FAO),,1993,862394
Land Locked Developing Countries (FAO),,1994,299538
Land Locked Developing Countries (FAO),,1995,119881
Land Locked Developing Countries (FAO),,1996,59854
Land Locked Developing Countries (FAO),,1997,79677
Land Locked Developing Countries (FAO),,1998,34938
Land Locked Developing Countries (FAO),,1999,36888
Land Locked Developing Countries (FAO),,2000,63452
Land Locked Developing Countries (FAO),,2001,62616
Land Locked Developing Countries (FAO),,2002,122370
Land Locked Developing Countries (FAO),,2003,51605
Land Locked Developing Countries (FAO),,2004,36040
Land Locked Developing Countries (FAO),,2005,40021
Land Locked Developing Countries (FAO),,2006,45961
Land Locked Developing Countries (FAO),,2007,84635
Land Locked Developing Countries (FAO),,2008,64192
Land Locked Developing Countries (FAO),,2009,100226
Land Locked Developing Countries (FAO),,2010,66620
Land Locked Developing Countries (FAO),,2011,44598
Land Locked Developing Countries (FAO),,2012,44252
Land Locked Developing Countries (FAO),,2013,62731
Land Locked Developing Countries (FAO),,2014,81871
Land Locked Developing Countries (FAO),,2015,55138
Land Locked Developing Countries (FAO),,2016,60294
Land Locked Developing Countries (FAO),,2017,57930
Land Locked Developing Countries (FAO),,2018,43140
Land Locked Developing Countries (FAO),,2019,42439
Land Locked Developing Countries (FAO),,2020,50734
Latvia,LVA,1992,295000
Latvia,LVA,1993,340700
Latvia,LVA,1994,113400
Latvia,LVA,1995,71300
Latvia,LVA,1996,112900
Latvia,LVA,1997,133500
Latvia,LVA,1998,104800
Latvia,LVA,1999,88700
Latvia,LVA,2000,110700
Latvia,LVA,2001,107200
Latvia,LVA,2002,101500
Latvia,LVA,2003,87600
Latvia,LVA,2004,96800
Latvia,LVA,2005,87200
Latvia,LVA,2006,116800
Latvia,LVA,2007,181100
Latvia,LVA,2008,194900
Latvia,LVA,2009,162200
Latvia,LVA,2010,70200
Latvia,LVA,2011,64000
Latvia,LVA,2012,124200
Latvia,LVA,2013,75600
Latvia,LVA,2014,114300
Latvia,LVA,2015,159600
Latvia,LVA,2016,140900
Latvia,LVA,2017,129400
Latvia,LVA,2018,81600
Latvia,LVA,2019,191200
Latvia,LVA,2020,178400
Lithuania,LTU,1992,342400
Lithuania,LTU,1993,434100
Lithuania,LTU,1994,313000
Lithuania,LTU,1995,239300
Lithuania,LTU,1996,286800
Lithuania,LTU,1997,348200
Lithuania,LTU,1998,348700
Lithuania,LTU,1999,260900
Lithuania,LTU,2000,311400
Lithuania,LTU,2001,231100
Lithuania,LTU,2002,170200
Lithuania,LTU,2003,147100
Lithuania,LTU,2004,140600
Lithuania,LTU,2005,108300
Lithuania,LTU,2006,90000
Lithuania,LTU,2007,165200
Lithuania,LTU,2008,204900
Lithuania,LTU,2009,207900
Lithuania,LTU,2010,87000
Lithuania,LTU,2011,85000
Lithuania,LTU,2012,156600
Lithuania,LTU,2013,96500
Lithuania,LTU,2014,85300
Lithuania,LTU,2015,107835
Lithuania,LTU,2016,77448
Lithuania,LTU,2017,63066
Lithuania,LTU,2018,43990
Lithuania,LTU,2019,108060
Lithuania,LTU,2020,110060
Low Income Food Deficit Countries (FAO),,1987,93000
Low Income Food Deficit Countries (FAO),,1988,100000
Low Income Food Deficit Countries (FAO),,1989,110000
Low Income Food Deficit Countries (FAO),,1990,100000
Low Income Food Deficit Countries (FAO),,1991,100000
Low Income Food Deficit Countries (FAO),,1992,111547
Low Income Food Deficit Countries (FAO),,1993,92000
Low Income Food Deficit Countries (FAO),,1994,93900
Low Income Food Deficit Countries (FAO),,1995,89232
Low Income Food Deficit Countries (FAO),,1996,69026
Low Income Food Deficit Countries (FAO),,1997,55737
Low Income Food Deficit Countries (FAO),,1998,57547
Low Income Food Deficit Countries (FAO),,1999,65307
Low Income Food Deficit Countries (FAO),,2000,64265
Low Income Food Deficit Countries (FAO),,2001,73577
Low Income Food Deficit Countries (FAO),,2002,65255
Low Income Food Deficit Countries (FAO),,2003,62408
Low Income Food Deficit Countries (FAO),,2004,62848
Low Income Food Deficit Countries (FAO),,2005,63545
Low Income Food Deficit Countries (FAO),,2006,65464
Low Income Food Deficit Countries (FAO),,2007,67495
Low Income Food Deficit Countries (FAO),,2008,71873
Low Income Food Deficit Countries (FAO),,2009,74286
Low Income Food Deficit Countries (FAO),,2010,71988
Low Income Food Deficit Countries (FAO),,2011,66856
Low Income Food Deficit Countries (FAO),,2012,74124
Low Income Food Deficit Countries (FAO),,2013,74997
Low Income Food Deficit Countries (FAO),,2014,75638
Low Income Food Deficit Countries (FAO),,2015,68948
Low Income Food Deficit Countries (FAO),,2016,73058
Low Income Food Deficit Countries (FAO),,2017,72640
Low Income Food Deficit Countries (FAO),,2018,71776
Low Income Food Deficit Countries (FAO),,2019,72951
Low Income Food Deficit Countries (FAO),,2020,72488
Low-income countries,,1987,93000
Low-income countries,,1988,100000
Low-income countries,,1989,110000
Low-income countries,,1990,100000
Low-income countries,,1991,100000
Low-income countries,,1992,100000
Low-income countries,,1993,80000
Low-income countries,,1994,80000
Low-income countries,,1995,75000
Low-income countries,,1996,60000
Low-income countries,,1997,50000
Low-income countries,,1998,55000
Low-income countries,,1999,60000
Low-income countries,,2000,60000
Low-income countries,,2001,68000
Low-income countries,,2002,60000
Low-income countries,,2003,60000
Low-income countries,,2004,60000
Low-income countries,,2005,60000
Low-income countries,,2006,60000
Low-income countries,,2007,60000
Low-income countries,,2008,60138
Low-income countries,,2009,60163
Low-income countries,,2010,58618
Low-income countries,,2011,61122
Low-income countries,,2012,67366
Low-income countries,,2013,67497
Low-income countries,,2014,68136
Low-income countries,,2015,60030
Low-income countries,,2016,65221
Low-income countries,,2017,64462
Low-income countries,,2018,63238
Low-income countries,,2019,64307
Low-income countries,,2020,64002
Lower-middle-income countries,,1961,1450
Lower-middle-income countries,,1962,2150
Lower-middle-income countries,,1963,1850
Lower-middle-income countries,,1964,1150
Lower-middle-income countries,,1965,5020
Lower-middle-income countries,,1966,1250
Lower-middle-income countries,,1967,2150
Lower-middle-income countries,,1968,2650
Lower-middle-income countries,,1969,1200
Lower-middle-income countries,,1970,8560
Lower-middle-income countries,,1971,1645
Lower-middle-income countries,,1972,5550
Lower-middle-income countries,,1973,9870
Lower-middle-income countries,,1974,4400
Lower-middle-income countries,,1975,4880
Lower-middle-income countries,,1976,5780
Lower-middle-income countries,,1977,2350
Lower-middle-income countries,,1978,8270
Lower-middle-income countries,,1979,6170
Lower-middle-income countries,,1980,6290
Lower-middle-income countries,,1981,4075
Lower-middle-income countries,,1982,3170
Lower-middle-income countries,,1983,3825
Lower-middle-income countries,,1984,1665
Lower-middle-income countries,,1985,1955
Lower-middle-income countries,,1986,2400
Lower-middle-income countries,,1987,2396
Lower-middle-income countries,,1988,3023
Lower-middle-income countries,,1989,18305
Lower-middle-income countries,,1990,18457
Lower-middle-income countries,,1991,19321
Lower-middle-income countries,,1992,1188256
Lower-middle-income countries,,1993,1211999
Lower-middle-income countries,,1994,978436
Lower-middle-income countries,,1995,1246717
Lower-middle-income countries,,1996,1128389
Lower-middle-income countries,,1997,1380555
Lower-middle-income countries,,1998,1170810
Lower-middle-income countries,,1999,952187
Lower-middle-income countries,,2000,1001223
Lower-middle-income countries,,2001,1860650
Lower-middle-income countries,,2002,1549477
Lower-middle-income countries,,2003,660099
Lower-middle-income countries,,2004,1628593
Lower-middle-income countries,,2005,1113150
Lower-middle-income countries,,2006,667390
Lower-middle-income countries,,2007,651236
Lower-middle-income countries,,2008,1160107
